lon,lat
22.9229981,40.6403313
22.9230255,40.6396312
22.9228663,40.6391498
22.9227376,40.6389707
22.9225386,40.6387907
22.9220907,40.6384982
22.9216132,40.6383079
22.9213133,40.6382509
22.9209105,40.6382078
22.9205522,40.6382082
22.9202281,40.638257
22.9198924,40.6383406
22.9085777,40.6512333
22.9083289,40.6515568
22.9081859,40.6518114
22.9080749,40.6524011
22.908093,40.6525886
22.9276078,40.6459565
22.9700891,40.5879306
22.9667828,40.5907599
22.9666092,40.5909928
22.9659967,40.5919517
22.9654193,40.5934272
22.9652346,40.5941456
22.9650406,40.5950699
22.9649233,40.5956923
22.9647592,40.5973475
22.9580248,40.6149661
22.9892343,40.6138867
22.9894755,40.6142033
22.9890378,40.613858
22.9875188,40.6135462
22.9862403,40.6141251
22.9846017,40.6148219
22.9838802,40.615125
22.9834618,40.6153972
22.9837383,40.6158113
22.983865,40.6166217
22.9814119,40.6173722
22.9803261,40.6172711
22.9805879,40.6180573
22.9805491,40.6191649
22.9804801,40.6196481
22.979927,40.6201329
22.9794319,40.6206979
22.9792602,40.6214797
22.9792991,40.6221689
22.9790013,40.622631
22.9693623,40.6281651
22.9689218,40.6287189
22.9685353,40.6296588
22.968942,40.6304596
22.9685574,40.630894
22.9683487,40.6322341
22.9681508,40.6327332
22.968839,40.6335533
22.9679852,40.6339479
22.9651341,40.6336677
22.9639329,40.6340676
22.9605228,40.6194105
22.9617828,40.6183079
22.9637459,40.621325
22.9565858,40.6344187
22.9534288,40.6338563
22.9530126,40.6340677
22.9514696,40.6348656
22.9511281,40.635039
22.9502625,40.6349793
22.9416241,40.6394184
22.9423728,40.6402199
22.9382513,40.639787
22.9391859,40.6392841
22.9399763,40.6388658
22.9407337,40.638465
22.9401845,40.640342
22.9476354,40.6361029
22.9522347,40.6402313
22.9528834,40.6401471
22.9530623,40.6401625
22.9533301,40.640237
22.9534926,40.6403003
22.9537651,40.6402779
22.9544262,40.6402089
22.9549029,40.6401658
22.9555897,40.6402785
22.9563803,40.6403542
22.9567467,40.6404016
22.9571949,40.640245
22.9578777,40.6400681
22.9586643,40.6398843
22.9587822,40.6398958
22.9607592,40.6421533
22.9589002,40.6412889
22.9585069,40.6413938
22.9578163,40.6415668
22.9574233,40.641701
22.9569347,40.641906
22.9564292,40.6420607
22.9559928,40.6421618
22.9557145,40.6421943
22.9555506,40.6422057
22.9553015,40.6422166
22.9549107,40.6422571
22.9547058,40.6422914
22.9543553,40.6423849
22.954185,40.6424457
22.9533574,40.6429014
22.9529906,40.6430882
22.9526419,40.6432519
22.9524053,40.6434391
22.9522828,40.6436401
22.9522484,40.6438326
22.9522053,40.6440177
22.9521301,40.644175
22.9520446,40.6443295
22.958914,40.6399644
22.9589525,40.6400765
22.9589111,40.6401383
22.9587455,40.6402229
22.9585737,40.6402947
22.9583967,40.6403762
22.9581505,40.6404826
22.9578304,40.6406319
22.9573739,40.6408808
22.9558065,40.6417201
22.9556024,40.6418415
22.9555625,40.6418998
22.9558747,40.6429079
22.9571551,40.642594
22.9576242,40.6424218
22.9580766,40.6423003
22.9585616,40.642203
22.9590282,40.6422147
22.9590626,40.6423063
22.9590835,40.6423556
22.9591729,40.6424579
22.9593579,40.6426897
22.9595651,40.6429985
22.9596146,40.6430824
22.9597939,40.6431187
22.9603692,40.6431086
22.9604346,40.6431102
22.9605638,40.6431568
22.9373033,40.6440932
22.9374496,40.6443242
22.9402494,40.6445785
22.9404045,40.6445008
22.9413976,40.6440031
22.9419507,40.6437537
22.9419863,40.6437475
22.9422704,40.643779
22.9424449,40.6438127
22.9425818,40.6438453
22.9427477,40.6439012
22.9428961,40.6440603
22.938036,40.6480334
22.9383419,40.6478368
22.9386047,40.6476225
22.9393014,40.6470482
22.9396728,40.6467623
22.939837,40.6466477
22.9400367,40.6466054
22.9404708,40.6465332
22.9405996,40.6465096
22.9407289,40.6464608
22.9409896,40.6461909
22.9410366,40.6461628
22.9292236,40.648184
22.9280612,40.6479324
22.927543,40.6477917
22.9274532,40.6477053
22.9267494,40.6469625
22.915924,40.649748
22.9161841,40.6495398
22.9170363,40.6490821
22.9192897,40.6479212
22.9202445,40.6474229
22.9216738,40.646659
22.9229542,40.6460144
22.9248741,40.6450173
22.926691,40.6441653
22.9279934,40.6435645
22.9278948,40.6433223
22.9350949,40.6352669
22.9282026,40.6438363
22.9358484,40.6401623
22.9508509,40.63237
22.953275,40.6310516
22.9562612,40.6294676
22.9581676,40.6278122
22.959501,40.6267904
22.9623074,40.623149
22.9623551,40.6229213
22.9646608,40.598333
22.9638944,40.61721
22.9644364,40.6175012
22.9623868,40.6177761
22.9647548,40.615704
22.9649949,40.6153923
22.9659544,40.6139443
22.9665715,40.612931
22.9648296,40.6135746
22.9664713,40.6141143
22.9679724,40.6146078
22.9702899,40.6153696
22.9620267,40.6235607
22.9623192,40.6213517
22.9626838,40.6174946
22.963027,40.614021
22.9633519,40.6105022
22.9634817,40.6092171
22.9636279,40.6077311
22.9638009,40.6057406
22.9641306,40.6021689
22.9642955,40.6005004
22.964365,40.5998084
22.9648794,40.6023761
22.9652285,40.6016604
22.9686185,40.6026141
22.9692203,40.6027834
22.9597878,40.5993742
22.9656225,40.6008527
22.9554038,40.6054807
22.9552729,40.6061809
22.9551587,40.60693
22.9528868,40.605835
22.9536504,40.6057947
22.9538739,40.6060607
22.9539054,40.6060846
22.9598202,40.6070473
22.9511963,40.6004814
22.9530118,40.6033672
22.9526354,40.6047662
22.971345,40.5883208
22.96499,40.5959965
22.9651653,40.5951115
22.9652886,40.5946062
22.9654317,40.5941026
22.9655671,40.5936983
22.9656932,40.5934152
22.9665437,40.591478
22.9666542,40.5912861
22.9669917,40.5908216
22.9675033,40.5902622
22.9679974,40.58982
22.9688976,40.5891249
22.9698969,40.588321
22.9700877,40.5882585
22.9703099,40.5882473
22.970864,40.5883192
22.9655953,40.5934142
22.9656999,40.5932156
22.9659225,40.5929193
22.9651137,40.5941303
22.9652613,40.59346
22.9659292,40.591797
22.965406,40.5920084
22.9661916,40.5911425
22.9651972,40.5922876
22.9656863,40.5915925
22.9665185,40.5906439
22.9676923,40.5894773
22.9682216,40.5890566
22.9697054,40.587834
22.9701342,40.5874866
22.9702458,40.5873639
22.9704291,40.5870006
22.9646689,40.5959255
22.9647599,40.5953029
22.9648805,40.5945932
22.9649784,40.5939336
22.9650374,40.5934407
22.9649553,40.5973808
22.9619791,40.5978049
22.9666528,40.5987428
22.9672981,40.5986212
22.9674221,40.5985527
22.9674867,40.5984436
22.9687234,40.5966541
22.965687,40.5985486
22.9661251,40.5974345
22.9689762,40.5974498
22.9688394,40.5972921
22.9687643,40.5970848
22.9687073,40.596567
22.9687531,40.596332
22.9684763,40.5962204
22.9650625,40.5956691
22.9558513,40.5975273
22.957882,40.5979818
22.9560869,40.5999609
22.957123,40.5978119
22.9575689,40.5969594
22.9581095,40.5959365
22.9561004,40.5967695
22.9569252,40.596874
22.9606984,40.5949561
22.9609362,40.5942781
22.961057,40.5939531
22.9611711,40.5937704
22.9618174,40.5933208
22.9624171,40.5929922
22.9616813,40.5952383
22.9589745,40.5956804
22.9600766,40.5964616
22.9606488,40.5968678
22.9607928,40.5969734
22.9619268,40.5967331
22.9627937,40.5942707
22.9626042,40.5932584
22.9622905,40.5918645
22.9611809,40.5976866
22.9607275,40.5990241
22.9601255,40.5981754
22.9609759,40.5983151
22.9627707,40.5987036
22.9625586,40.5964954
22.9611603,40.5996157
22.960821,40.6004213
22.9578581,40.6004412
22.9569311,40.6027262
22.9541397,40.606112
22.9543649,40.6052483
22.9546633,40.6042368
22.9548505,40.6035445
22.9555639,40.6014533
22.9540246,40.6068797
22.9561015,40.6080208
22.9567586,40.6079428
22.9533832,40.6090987
22.9537582,40.6090458
22.954003,40.6090242
22.9544447,40.6089608
22.956099,40.6087093
22.9575853,40.6085127
22.9558988,40.6035345
22.9565725,40.6036102
22.9573866,40.6036902
22.9585109,40.6039044
22.9562702,40.6043552
22.9557755,40.6055745
22.9597347,40.606006
22.9602639,40.6061293
22.9621295,40.6065708
22.9636809,40.6069379
22.9638302,40.6069605
22.9615704,40.6080423
22.9618509,40.6072875
22.9625566,40.6054761
22.9629359,40.6044931
22.9634973,40.6030367
22.9628791,40.6028726
22.9640411,40.603181
22.9641677,40.6032412
22.9685755,40.60444
22.9631062,40.6040736
22.9639364,40.6042964
22.9640684,40.6043143
22.9673922,40.6022691
22.9670675,40.602983
22.9666396,40.6039233
22.9662036,40.6048817
22.9656166,40.6061302
22.9669234,40.6096104
22.9667318,40.6096445
22.9655912,40.6099517
22.9635753,40.6095364
22.9634217,40.6098111
22.9607275,40.6133282
22.9619332,40.613977
22.962546,40.6143453
22.9629936,40.6143739
22.9610288,40.6142484
22.9615919,40.6144717
22.9622022,40.6147134
22.954223,40.6149017
22.9579079,40.6145649
22.9599298,40.6144848
22.9589424,40.6145176
22.9560475,40.6147062
22.9577702,40.6141368
22.9577187,40.6139698
22.9540312,40.6138227
22.9550128,40.6136369
22.956176,40.6136333
22.9568291,40.6135735
22.9572096,40.6135251
22.9538217,40.6113564
22.9573454,40.6116169
22.9577402,40.6116316
22.9592844,40.6119957
22.9611349,40.6124188
22.952113,40.6123317
22.9531883,40.6122212
22.9540083,40.6121369
22.9547735,40.612126
22.9553801,40.612145
22.9539779,40.6143716
22.9524965,40.6145347
22.9543611,40.6156526
22.956066,40.6157263
22.9570606,40.6157692
22.9582773,40.6158218
22.9595708,40.6158805
22.9686823,40.6253354
22.9628699,40.6180981
22.9658699,40.6203823
22.9623721,40.6175778
22.9627855,40.6180008
22.9645877,40.6193825
22.9669287,40.621408
22.9670426,40.621516
22.9012519,40.6435999
22.9011403,40.6446093
22.901681,40.6435543
22.9018183,40.6433198
22.9020014,40.6433126
22.9022241,40.6432964
22.9013377,40.6445051
22.9015694,40.6445442
22.9020243,40.6445051
22.9022732,40.6444791
22.9026423,40.644186
22.9028481,40.6439188
22.9017668,40.6440232
22.9016553,40.6438539
22.9028311,40.6438018
22.9024535,40.6438864
22.9178352,40.6378194
22.9189061,40.6347327
22.9220972,40.6371223
22.9302176,40.6342544
22.936382,40.6327002
22.9364705,40.6326514
22.9379131,40.6331901
22.9380483,40.6332365
22.951112,40.6228874
22.9518109,40.6211785
22.9522247,40.6230637
22.9501372,40.6071302
22.9494265,40.6007358
22.953119,40.6183225
22.9030091,40.6435674
22.9386499,40.6387151
22.9402134,40.637902
22.9650722,40.5930608
22.9890954,40.6141753
22.9864563,40.6150876
22.9860481,40.6153262
22.9857293,40.6155477
22.9871836,40.6147291
22.9868161,40.6148923
22.9808299,40.6226673
22.9808774,40.6228944
22.9808965,40.6232686
22.9787101,40.6261486
22.9786316,40.6261691
22.9659066,40.6336022
22.9640876,40.6338698
22.9692088,40.6298776
22.9687329,40.6303775
22.9683269,40.6313203
22.9696888,40.627626
22.9695943,40.6278475
22.96849,40.6292867
22.9833129,40.6154999
22.9836117,40.6157
22.9842206,40.6162942
22.9828131,40.6170522
22.9824302,40.6167146
22.982038,40.6164222
22.981811,40.6164371
22.9821371,40.6168671
22.9802745,40.6164772
22.9807724,40.6173884
22.9807809,40.6175522
22.9806952,40.6177206
22.9804935,40.6194255
22.9805405,40.6200539
22.9805541,40.6204804
22.9804451,40.6205696
22.9802316,40.6203276
22.9801715,40.620067
22.9800808,40.6200877
22.9802144,40.616412
22.9800686,40.6165544
22.9799097,40.6168174
22.9799657,40.616976
22.9797933,40.6170652
22.9807037,40.6173037
22.9888693,40.6137114
22.9883975,40.6136424
22.9877037,40.6135314
22.9029295,40.6493702
22.9026505,40.6496164
22.9105504,40.6434081
22.9102867,40.6436015
22.9103133,40.6437649
22.910495,40.6436088
22.9108152,40.6434156
22.9084304,40.6460799
22.9079499,40.6465448
22.9081261,40.6466328
22.9058571,40.6503907
22.9062125,40.6503826
22.9578717,40.6416192
22.9620267,40.6256082
22.9612503,40.6308079
22.9607125,40.6314258
22.9603202,40.6318149
22.959432,40.6325405
22.9564213,40.6342033
22.9543625,40.6308821
22.9546709,40.6307545
22.9561238,40.6297907
22.9588115,40.6275361
22.9605029,40.6257198
22.9878015,40.6147046
22.9874955,40.6143158
22.966662,40.624702
22.9653659,40.6282631
22.9655578,40.6280204
22.9661098,40.6275777
22.9666191,40.6272485
22.9669807,40.6270295
22.9679358,40.6265801
22.9682179,40.6263729
22.9684375,40.6261332
22.9685657,40.6258707
22.9667848,40.6230321
22.9660568,40.6241006
22.964971,40.6257189
22.9631404,40.6233118
22.9634386,40.6255785
22.9656032,40.6247719
22.9642095,40.6244521
22.9626311,40.6220431
22.9647193,40.6225529
22.9632508,40.6231101
22.9634884,40.6228698
22.9640502,40.6223841
22.9634481,40.6214748
22.9645522,40.6228813
22.9669501,40.6204396
22.967725,40.6211508
22.9673176,40.6197325
22.9384195,40.6388349
22.9470437,40.6354359
22.9447913,40.6366282
22.9442826,40.637911
22.9429679,40.6364696
22.9427118,40.6361543
22.9368655,40.6388058
22.9371873,40.6387319
22.9380067,40.6385042
22.9380904,40.6384709
22.9394035,40.6377874
22.9397223,40.6376762
22.939772,40.6376366
22.9416916,40.6367202
22.9389239,40.6365284
22.9385598,40.6368353
22.9380186,40.6372552
22.9377439,40.6374239
22.9373328,40.6376322
22.935347,40.6384606
22.9320363,40.6387875
22.931576,40.6389141
22.942469,40.634141
22.9411609,40.6348361
22.9472606,40.6291746
22.9478206,40.6282617
22.9475912,40.6282455
22.9468154,40.6287883
22.941403,40.6330013
22.9435238,40.6354977
22.9435504,40.6355888
22.9439055,40.635982
22.9426141,40.6340652
22.9432146,40.6347331
22.9437285,40.6352898
22.9439027,40.6352866
22.9440193,40.6353658
22.9443632,40.635744
22.9410762,40.632996
22.9411924,40.6330426
22.9413231,40.6330366
22.9416744,40.6325165
22.9416668,40.6326201
22.9417003,40.6326687
22.941674,40.6328468
22.9451018,40.6308347
22.947621,40.6327261
22.9496501,40.6329945
22.9454177,40.6309118
22.9455184,40.6311454
22.9472003,40.6323792
22.9473436,40.6323996
22.9473955,40.6324222
22.9476154,40.6327634
22.9463899,40.6334652
22.9462122,40.6334781
22.9448161,40.6339917
22.9445806,40.6340435
22.9460501,40.6332688
22.9449476,40.63234
22.9437671,40.6330596
22.9453937,40.6327884
22.9441764,40.6334725
22.9452517,40.6346038
22.9449475,40.6348359
22.9453216,40.6352456
22.9466257,40.6366399
22.9447306,40.6376645
22.9462189,40.6368599
22.9470753,40.6377718
22.9471226,40.6378245
22.9516863,40.6319355
22.9526748,40.6336839
22.952339,40.6333479
22.9523976,40.6330902
22.9524864,40.6330687
22.9529831,40.6327589
22.9489249,40.6303624
22.9493036,40.630763
22.9500426,40.6303614
22.9497251,40.6300338
22.9455608,40.6384555
22.9468681,40.6376244
22.9462205,40.6369497
22.9448803,40.6376964
22.9409826,40.6329168
22.9416782,40.6324397
22.9409867,40.6317101
22.9574997,40.6272182
22.9573393,40.6272407
22.9568588,40.6268862
22.9568736,40.6267772
22.9569307,40.6266765
22.9570248,40.6265934
22.9571474,40.6265355
22.9578132,40.6268528
22.9578019,40.6269645
22.9577488,40.6270613
22.9576382,40.6271622
22.9545486,40.6258354
22.9546538,40.6258614
22.9553276,40.6261657
22.954879,40.6253442
22.9548237,40.6254726
22.9547161,40.6254459
22.9533273,40.6251006
22.9545061,40.6241429
22.9545822,40.6240392
22.9555259,40.6238784
22.955219,40.6244071
22.9547033,40.6242262
22.955434,40.6248546
22.9560836,40.6239896
22.9568021,40.622406
22.9575385,40.6225792
22.9576859,40.6222648
22.9608332,40.6248441
22.9595799,40.6248531
22.9558632,40.6249849
22.9591123,40.6257983
22.9598461,40.6258822
22.9600578,40.624534
22.9602223,40.6244196
22.9610176,40.6247011
22.9611552,40.6232883
22.9611129,40.6252314
22.9634156,40.6255129
22.9641447,40.6244735
22.9626746,40.6238776
22.963046,40.6233618
22.9623962,40.6232216
22.9593524,40.6187931
22.9595187,40.61862
22.961435,40.617002
22.9599367,40.6182479
22.961042,40.6189527
22.9615214,40.6192584
22.9645702,40.6199599
22.9635938,40.6200922
22.9641966,40.6194895
22.9647337,40.6197937
22.9325717,40.6399264
22.9306999,40.6395377
22.9305943,40.6399568
22.9165147,40.6493412
